attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score,risk_category
78.31,1.06,4,91.17,none,Low,No,Yes,57.72,24.61,High-Risk
63.27,4.65,2,64.84,Secondary,Low,Yes,No,100.0,71.37,At-Risk
44.47,0.0,3,66.08,Secondary,Medium,No,Yes,63.35,40.14,High-Risk
100.0,7.88,0,67.2,Higher,Low,No,Yes,70.28,68.71,Safe
78.86,6.97,2,73.84,Primary,Low,Yes,Yes,100.0,68.05,At-Risk
61.3,6.43,1,100.0,Secondary,Medium,Yes,Yes,100.0,70.07,Safe
100.0,7.35,2,100.0,Primary,Low,Yes,No,60.39,73.89,Safe
74.93,6.47,1,49.95,Primary,Low,Yes,Yes,34.13,46.24,High-Risk
32.2,6.12,0,51.45,Primary,High,Yes,Yes,49.45,30.55,High-Risk
91.37,3.96,1,64.55,Secondary,Low,Yes,Yes,58.5,79.82,At-Risk
28.96,3.26,3,56.28,Primary,High,Yes,Yes,100.0,45.38,High-Risk
86.65,6.73,3,55.63,Secondary,Low,No,Yes,7.56,72.39,High-Risk
85.99,11.86,0,85.3,Primary,High,No,Yes,46.41,89.46,Safe
100.0,13.22,2,26.45,Higher,Low,Yes,Yes,73.25,67.91,At-Risk
49.94,0.92,1,67.19,Higher,Medium,Yes,Yes,45.58,52.5,High-Risk
67.66,0.92,3,53.08,Secondary,Low,No,Yes,77.54,51.62,High-Risk
73.27,0.0,0,82.97,Higher,Medium,No,No,84.17,47.56,At-Risk
96.64,4.0,0,77.61,Secondary,Low,No,Yes,86.0,76.64,Safe
85.86,0.0,3,69.05,none,Medium,Yes,Yes,53.82,66.3,High-Risk
87.97,4.08,1,30.88,Secondary,High,Yes,Yes,47.22,51.07,High-Risk
100.0,4.74,4,89.27,Secondary,Low,Yes,No,72.94,53.2,Safe
69.45,13.23,0,69.0,Higher,Medium,No,Yes,86.05,83.97,Safe
100.0,9.8,3,47.64,Primary,Low,No,Yes,59.85,69.31,At-Risk
72.79,7.09,0,58.79,Higher,Low,No,Yes,58.78,51.75,At-Risk
97.39,11.09,1,100.0,Higher,Low,Yes,Yes,80.04,98.7,Safe
62.61,4.01,5,63.49,Secondary,High,No,Yes,90.06,50.61,High-Risk
89.88,0.0,0,79.57,Secondary,Medium,No,Yes,82.42,71.78,At-Risk
100.0,9.04,2,70.25,Secondary,Low,Yes,Yes,77.43,74.38,Safe
47.95,3.68,0,84.21,none,High,No,Yes,68.82,67.89,At-Risk
98.61,7.65,4,29.21,Primary,Medium,Yes,Yes,70.17,50.26,At-Risk
79.47,4.13,1,89.02,Secondary,Medium,No,Yes,40.79,54.06,At-Risk
100.0,5.88,0,64.81,Secondary,High,No,Yes,84.94,76.01,Safe
68.4,5.82,1,46.18,Secondary,High,No,Yes,72.07,69.41,High-Risk
,15.0,0,100.0,Secondary,High,No,Yes,100.0,86.81,Safe
71.1,0.0,0,85.11,none,Low,Yes,Yes,50.95,59.77,High-Risk
91.57,15.0,4,45.98,Secondary,Low,Yes,Yes,100.0,74.46,Safe
20.42,0.0,0,71.4,Higher,High,No,Yes,47.76,17.18,High-Risk
39.74,7.45,1,97.52,Primary,Low,Yes,Yes,100.0,71.74,At-Risk
91.71,11.26,3,88.92,Secondary,High,Yes,Yes,41.69,79.88,Safe
75.66,7.06,0,52.05,Primary,Medium,No,Yes,72.08,66.53,At-Risk
24.91,15.0,3,85.95,Primary,High,Yes,Yes,89.43,81.11,At-Risk
59.15,2.68,3,70.42,Secondary,Low,Yes,Yes,71.69,32.55,High-Risk
65.18,2.99,0,91.55,Secondary,Medium,No,Yes,72.49,66.48,At-Risk
62.87,5.41,0,77.74,Higher,Low,No,Yes,51.26,51.0,At-Risk
98.29,15.0,3,41.35,Secondary,Low,No,Yes,49.84,73.44,At-Risk
100.0,6.98,3,51.47,Higher,High,No,Yes,56.77,72.11,At-Risk
19.05,10.07,0,75.8,Primary,Low,Yes,Yes,56.25,61.53,At-Risk
72.01,0.0,0,88.86,Secondary,Low,Yes,Yes,58.47,42.92,At-Risk
77.84,15.0,5,100.0,Higher,Low,Yes,Yes,31.63,77.35,At-Risk
37.96,3.97,4,100.0,none,High,No,No,68.65,56.71,High-Risk
100.0,2.85,3,66.34,Secondary,Medium,Yes,Yes,92.77,59.39,At-Risk
84.27,4.01,0,40.51,Secondary,High,Yes,Yes,100.0,75.19,At-Risk
96.26,7.79,2,100.0,Primary,Low,Yes,Yes,100.0,98.44,Safe
63.86,0.5,2,100.0,Higher,Low,No,Yes,65.44,38.77,At-Risk
55.53,2.34,3,93.9,Higher,Medium,Yes,Yes,99.51,73.6,At-Risk
60.76,7.39,1,95.86,Higher,Medium,No,Yes,62.97,52.56,At-Risk
72.25,1.11,1,17.58,Primary,High,Yes,Yes,41.76,21.51,High-Risk
64.36,4.66,0,61.87,Secondary,Low,Yes,Yes,54.81,58.4,At-Risk
97.64,5.63,3,92.94,Secondary,Medium,No,Yes,19.37,54.71,At-Risk
100.0,9.95,0,100.0,Primary,Low,Yes,Yes,73.63,91.36,Safe
89.56,5.18,1,35.4,Secondary,Low,No,Yes,57.78,63.41,At-Risk
26.32,3.08,1,80.99,Secondary,Medium,Yes,Yes,58.96,46.42,High-Risk
78.88,7.34,1,96.86,Higher,Low,Yes,Yes,67.32,77.5,Safe
45.31,3.37,2,40.78,Secondary,High,Yes,Yes,63.72,43.03,High-Risk
64.81,8.79,3,97.11,Secondary,High,Yes,Yes,65.37,80.35,At-Risk
74.11,2.01,0,100.0,Higher,Low,Yes,Yes,76.84,69.66,At-Risk
68.52,5.4,0,45.8,Secondary,Low,Yes,No,85.76,40.66,At-Risk
49.12,7.33,2,100.0,Secondary,Low,No,Yes,62.37,54.57,At-Risk
88.05,6.89,1,94.63,Higher,Low,No,Yes,57.22,76.22,Safe
,4.7,3,100.0,Secondary,Low,No,Yes,100.0,54.1,At-Risk
84.66,7.85,3,65.49,Secondary,Low,No,Yes,69.15,78.48,At-Risk
52.45,15.0,1,76.73,Higher,Medium,Yes,Yes,63.94,68.63,At-Risk
81.97,6.16,4,93.63,Secondary,Medium,No,Yes,24.33,46.44,At-Risk
41.38,3.5,2,99.55,Primary,Low,No,Yes,100.0,58.57,At-Risk
80.79,2.63,3,63.09,Primary,Medium,No,Yes,81.35,49.71,High-Risk
100.0,6.13,0,76.81,Secondary,Low,Yes,Yes,70.68,88.36,Safe
60.13,5.16,0,94.98,none,Low,Yes,Yes,100.0,68.21,At-Risk
59.58,10.85,0,70.1,none,Medium,No,Yes,72.51,60.99,At-Risk
85.81,0.0,1,81.24,Primary,Medium,No,Yes,67.8,59.26,At-Risk
80.28,9.5,3,69.34,Secondary,Medium,No,No,77.53,54.31,At-Risk
40.46,9.13,2,85.26,Secondary,High,Yes,Yes,76.38,100.0,At-Risk
100.0,0.0,0,74.68,Secondary,Low,No,Yes,30.63,70.35,At-Risk
95.22,10.47,3,29.53,Higher,Low,No,No,82.79,60.2,At-Risk
100.0,0.0,4,83.75,Secondary,High,Yes,Yes,81.73,82.03,At-Risk
88.65,0.0,0,54.0,Secondary,Medium,No,Yes,97.25,46.27,At-Risk
100.0,4.12,3,77.75,Higher,Medium,No,Yes,100.0,78.93,Safe
28.18,1.77,1,100.0,Secondary,Medium,No,Yes,82.89,57.63,High-Risk
100.0,2.83,0,63.51,Secondary,Medium,Yes,Yes,54.08,73.78,At-Risk
65.25,7.45,0,82.57,none,Medium,Yes,Yes,72.78,71.24,At-Risk
61.4,9.2,4,74.03,Higher,Low,No,Yes,66.03,57.64,At-Risk
57.14,7.49,0,72.28,Primary,Low,Yes,No,69.79,53.6,At-Risk
87.73,11.69,4,53.17,Secondary,Medium,Yes,Yes,100.0,63.45,Safe
95.01,13.31,2,57.3,Higher,Low,No,Yes,92.48,56.14,Safe
63.34,2.71,0,51.44,Higher,High,Yes,Yes,58.39,48.02,High-Risk
81.84,12.11,3,27.66,Secondary,Low,Yes,Yes,87.17,67.92,At-Risk
100.0,6.58,5,65.84,Higher,Low,No,Yes,91.58,65.51,At-Risk
58.25,7.94,5,67.62,Secondary,Medium,No,No,100.0,73.14,At-Risk
65.14,6.52,3,93.74,Higher,Low,Yes,Yes,43.34,54.93,At-Risk
100.0,7.43,0,87.95,Secondary,Low,Yes,Yes,100.0,86.71,Safe
35.61,4.4,4,93.21,none,Low,Yes,Yes,59.83,30.8,High-Risk
81.13,5.24,1,100.0,Secondary,Low,Yes,Yes,77.6,74.92,Safe
14.62,4.78,4,83.92,none,Medium,Yes,Yes,100.0,25.43,High-Risk
40.51,1.97,2,73.76,none,High,No,Yes,71.58,58.75,High-Risk
45.25,4.28,0,73.59,Secondary,Low,Yes,Yes,86.96,51.42,At-Risk
53.09,8.69,1,60.12,Secondary,Medium,Yes,Yes,82.71,59.52,At-Risk
43.82,11.62,2,22.78,Secondary,Medium,No,Yes,99.74,34.6,At-Risk
80.02,9.84,2,77.98,Higher,Low,No,Yes,53.15,65.5,At-Risk
100.0,5.82,0,100.0,Secondary,Low,Yes,Yes,54.17,77.88,Safe
100.0,0.51,1,89.17,Primary,Low,No,Yes,90.21,73.57,At-Risk
49.26,8.67,3,58.98,Secondary,Medium,No,Yes,69.85,70.0,At-Risk
93.21,3.53,1,86.09,Secondary,Low,No,No,100.0,85.49,Safe
100.0,4.17,0,83.01,Secondary,Low,No,No,60.21,64.68,Safe
78.02,2.36,3,100.0,Primary,High,No,Yes,59.66,54.75,At-Risk
92.71,5.12,3,56.4,Higher,High,No,Yes,66.27,58.3,At-Risk
86.5,9.37,2,100.0,Secondary,Low,Yes,Yes,78.74,69.24,Safe
86.46,2.72,4,70.46,Secondary,Low,Yes,Yes,30.79,42.01,High-Risk
56.58,0.04,2,100.0,Primary,Medium,No,Yes,77.18,49.09,High-Risk
25.15,0.0,0,91.35,Primary,Low,No,Yes,81.22,38.29,High-Risk
66.28,3.92,2,26.4,Higher,Medium,Yes,Yes,70.38,37.43,High-Risk
55.83,0.57,3,65.73,Secondary,High,Yes,Yes,47.91,40.16,High-Risk
68.05,5.44,2,50.36,Secondary,Low,No,Yes,11.54,16.36,High-Risk
99.04,6.04,4,92.25,Secondary,Medium,Yes,Yes,65.95,64.47,Safe
100.0,7.23,2,69.04,Primary,Low,No,Yes,29.27,73.51,At-Risk
78.77,4.47,4,70.82,Secondary,Medium,Yes,Yes,80.59,57.37,At-Risk
45.4,9.05,1,100.0,Primary,Low,Yes,Yes,78.9,72.4,At-Risk
65.27,4.33,2,97.28,Secondary,Medium,Yes,Yes,63.83,59.01,At-Risk
55.69,9.6,1,97.73,Secondary,Low,Yes,Yes,50.34,77.61,At-Risk
78.1,6.6,1,54.32,none,Low,Yes,Yes,100.0,64.11,At-Risk
63.33,0.85,1,86.89,Secondary,Low,No,Yes,88.17,58.5,At-Risk
97.57,5.83,3,100.0,Secondary,Low,Yes,Yes,44.18,84.97,At-Risk
53.8,8.96,1,80.58,Secondary,Low,Yes,Yes,60.35,46.93,At-Risk
100.0,6.38,1,78.43,Primary,Low,Yes,Yes,66.97,84.1,Safe
38.19,12.31,0,36.32,Secondary,Low,Yes,No,61.39,38.4,High-Risk
82.64,4.63,3,35.96,Secondary,Medium,Yes,Yes,73.13,32.54,High-Risk
34.74,8.35,1,100.0,Higher,Medium,Yes,Yes,91.74,60.8,At-Risk
100.0,5.02,0,92.17,Higher,Medium,No,Yes,42.28,85.49,Safe
76.17,7.38,0,91.16,Secondary,Low,Yes,No,74.8,73.02,Safe
80.14,3.72,1,94.45,Secondary,High,No,Yes,57.3,66.6,At-Risk
52.57,13.16,0,78.35,Primary,High,Yes,Yes,49.44,67.45,At-Risk
100.0,7.52,4,100.0,none,High,Yes,Yes,36.67,88.54,Safe
91.07,6.86,0,55.8,Secondary,High,Yes,Yes,100.0,89.5,Safe
61.36,3.59,0,83.28,Higher,Medium,Yes,Yes,100.0,52.79,At-Risk
74.59,10.54,2,100.0,Secondary,Medium,Yes,Yes,69.87,77.08,Safe
52.74,3.08,0,47.27,Secondary,Medium,No,Yes,80.16,29.8,High-Risk
50.77,3.86,2,72.0,Higher,High,Yes,No,25.64,44.09,High-Risk
59.62,2.27,4,52.16,Secondary,Low,Yes,Yes,77.2,36.31,High-Risk
68.15,11.88,2,100.0,Higher,Low,No,No,95.23,78.43,Safe
75.04,0.31,2,85.97,Secondary,Medium,No,No,81.48,58.79,At-Risk
73.89,6.1,3,79.8,Higher,Medium,Yes,Yes,80.62,67.7,At-Risk
53.37,11.22,0,100.0,Secondary,High,No,Yes,27.8,71.5,At-Risk
93.98,7.89,4,34.62,Secondary,Medium,No,Yes,58.35,51.31,At-Risk
100.0,3.69,0,98.75,Secondary,High,Yes,Yes,50.91,66.22,Safe
97.84,1.61,2,94.64,none,High,Yes,Yes,71.36,66.22,At-Risk
92.66,4.87,4,100.0,Secondary,Low,No,Yes,61.6,58.73,At-Risk
12.44,6.19,3,65.98,Secondary,High,Yes,Yes,65.29,49.62,High-Risk
50.04,3.43,2,60.58,Secondary,Low,No,Yes,61.78,49.87,High-Risk
37.79,6.42,1,55.14,Higher,Low,Yes,No,100.0,46.54,At-Risk
30.68,10.37,3,68.82,Primary,Medium,Yes,Yes,46.07,53.33,High-Risk
100.0,3.74,1,90.54,none,Low,No,Yes,98.1,70.56,Safe
100.0,7.33,0,100.0,Secondary,High,Yes,Yes,69.73,86.64,Safe
75.19,5.91,3,54.16,Higher,Medium,Yes,Yes,76.29,77.84,At-Risk
86.78,8.42,2,56.99,Higher,Low,No,Yes,71.86,56.91,At-Risk
66.02,11.57,1,88.06,Secondary,High,Yes,Yes,59.78,82.13,Safe
100.0,4.79,3,87.65,Secondary,Low,Yes,Yes,99.87,66.69,Safe
82.0,5.26,2,100.0,Secondary,Low,Yes,Yes,84.27,77.69,Safe
61.96,2.08,3,82.64,Higher,High,Yes,Yes,66.18,55.11,High-Risk
89.06,,2,100.0,Secondary,Low,No,Yes,57.45,96.43,Safe
70.46,,3,62.42,Secondary,Low,Yes,Yes,87.31,67.0,At-Risk
79.89,8.04,3,15.48,Secondary,Low,No,Yes,86.34,46.52,High-Risk
92.33,13.15,3,58.63,Primary,Low,Yes,Yes,100.0,72.58,Safe
100.0,7.15,3,100.0,Higher,High,Yes,Yes,62.27,62.35,Safe
100.0,12.93,3,46.65,Secondary,Low,No,Yes,72.53,97.13,Safe
78.75,7.1,2,79.33,Secondary,Low,Yes,Yes,65.58,63.48,At-Risk
51.51,9.51,3,97.19,Secondary,Low,No,Yes,87.89,93.25,At-Risk
18.66,11.27,0,100.0,Secondary,Medium,No,Yes,55.19,52.94,At-Risk
100.0,5.13,5,79.8,Secondary,Low,No,Yes,81.12,63.16,At-Risk
100.0,4.77,3,100.0,Secondary,High,Yes,Yes,100.0,75.82,Safe
59.3,8.66,2,41.98,Secondary,Low,No,Yes,84.78,54.77,At-Risk
72.81,9.91,2,89.96,Secondary,High,Yes,Yes,70.33,73.18,Safe
80.2,4.67,1,82.2,Secondary,Medium,Yes,Yes,53.03,56.68,At-Risk
89.85,3.22,3,58.96,Secondary,High,Yes,Yes,44.65,50.29,High-Risk
100.0,5.89,0,75.56,Secondary,Medium,No,Yes,44.15,82.38,Safe
42.42,3.59,5,87.27,Secondary,Medium,No,Yes,59.88,54.39,High-Risk
91.84,4.81,0,73.03,Secondary,Low,No,No,99.22,87.08,Safe
80.47,5.17,2,100.0,none,Medium,Yes,Yes,95.45,62.63,Safe
62.25,1.03,1,27.53,Primary,Low,No,Yes,51.01,32.96,High-Risk
95.16,6.13,0,80.52,Secondary,Medium,Yes,Yes,100.0,82.25,Safe
72.22,1.1,0,100.0,Primary,Medium,No,Yes,100.0,78.71,At-Risk
72.99,10.37,0,59.87,Primary,Low,No,Yes,72.35,67.25,Safe
82.84,14.16,0,88.24,Secondary,Low,Yes,Yes,100.0,83.77,Safe
63.55,6.18,4,68.62,Primary,High,Yes,Yes,64.14,36.14,High-Risk
91.36,4.7,0,79.5,Secondary,High,No,Yes,100.0,73.5,Safe
65.07,6.57,1,67.23,Secondary,Low,Yes,Yes,81.03,68.95,At-Risk
100.0,13.5,1,37.25,none,High,No,Yes,91.77,77.34,Safe
80.71,13.95,2,92.91,Secondary,High,Yes,Yes,25.8,53.66,Safe
58.25,5.32,3,65.15,none,Low,No,Yes,66.1,65.71,High-Risk
82.72,9.34,0,77.98,Higher,High,No,No,68.68,53.18,Safe
99.74,0.0,1,70.54,Secondary,Low,No,Yes,83.89,64.18,At-Risk
35.62,4.2,2,100.0,Primary,Low,Yes,Yes,100.0,60.53,At-Risk
100.0,11.2,2,89.04,none,Medium,No,Yes,100.0,100.0,Safe
,3.52,0,39.32,Secondary,Medium,Yes,Yes,100.0,58.12,At-Risk
74.24,9.36,0,71.03,Secondary,Low,Yes,Yes,100.0,70.61,Safe
57.84,8.67,5,33.39,Secondary,Medium,No,Yes,100.0,35.63,High-Risk
83.68,11.25,0,63.66,Higher,Medium,No,Yes,52.63,75.66,At-Risk
52.91,2.71,3,77.8,none,Low,Yes,Yes,94.52,49.79,High-Risk
25.27,0.0,2,41.45,Higher,High,No,No,100.0,41.39,High-Risk
57.17,3.76,1,84.72,none,Low,No,Yes,72.38,54.9,At-Risk
68.19,0.0,1,72.98,Secondary,Medium,No,Yes,56.98,50.47,High-Risk
90.33,3.56,0,100.0,Primary,High,Yes,Yes,100.0,58.05,Safe
69.53,4.87,1,58.37,Secondary,Low,Yes,Yes,84.74,48.59,At-Risk
46.37,5.18,3,94.87,Secondary,Low,Yes,Yes,88.05,68.32,At-Risk
58.47,9.91,0,50.39,Secondary,Medium,Yes,Yes,89.07,69.2,At-Risk
75.52,7.19,4,42.0,Primary,Low,Yes,Yes,60.57,57.08,High-Risk
91.14,2.8,2,100.0,Higher,Low,Yes,Yes,60.18,76.17,At-Risk
95.33,12.17,1,16.51,Secondary,Medium,Yes,No,39.15,47.53,At-Risk
40.95,0.0,3,59.39,Secondary,Low,Yes,Yes,18.74,37.48,High-Risk
76.28,9.19,0,41.47,Higher,Medium,No,Yes,86.69,69.1,At-Risk
94.34,1.81,3,63.82,Higher,Low,No,Yes,100.0,74.32,At-Risk
53.17,13.47,2,100.0,Higher,Low,No,Yes,100.0,94.5,Safe
100.0,2.7,0,82.08,Higher,Medium,Yes,Yes,78.31,94.53,Safe
62.64,10.5,0,58.33,Higher,Low,Yes,Yes,92.94,62.57,At-Risk
100.0,7.15,3,71.31,Primary,High,No,Yes,87.76,84.43,At-Risk
92.28,8.56,3,100.0,Secondary,Medium,Yes,Yes,72.37,96.33,Safe
57.81,7.09,2,51.22,Higher,Low,Yes,Yes,55.9,53.01,High-Risk
75.4,4.57,3,81.27,none,High,Yes,Yes,56.5,53.53,At-Risk
100.0,0.06,1,95.55,Primary,Low,No,Yes,80.37,69.67,At-Risk
61.58,3.57,2,33.43,Higher,Medium,Yes,Yes,58.68,51.87,High-Risk
79.43,3.63,2,63.82,none,Low,No,Yes,100.0,66.38,At-Risk
37.36,0.0,0,84.23,Higher,Medium,No,Yes,61.51,35.06,High-Risk
83.99,8.54,3,46.03,Secondary,Low,Yes,Yes,87.84,60.67,At-Risk
64.89,14.35,4,100.0,Secondary,High,No,Yes,75.75,56.17,Safe
88.1,2.34,0,60.84,Secondary,Medium,No,Yes,79.56,51.0,At-Risk
53.89,6.61,1,75.01,Secondary,High,Yes,Yes,83.51,78.21,At-Risk
82.99,7.42,4,44.24,Secondary,Medium,No,Yes,69.95,45.13,At-Risk
66.24,1.96,4,49.55,Secondary,Medium,No,Yes,74.93,45.07,High-Risk
10.0,10.98,2,90.41,Higher,Low,No,Yes,100.0,57.77,At-Risk
77.2,9.22,3,83.87,Primary,Medium,Yes,Yes,47.9,76.89,At-Risk
100.0,12.63,1,76.23,Primary,Low,No,No,63.01,95.34,Safe
47.59,4.17,2,74.17,Higher,High,No,Yes,100.0,78.36,High-Risk
58.89,7.17,2,58.21,Secondary,High,No,Yes,67.64,51.61,At-Risk
100.0,9.08,2,97.09,Higher,Low,No,Yes,47.19,82.92,Safe
88.91,4.46,0,100.0,Secondary,Low,No,Yes,94.61,62.43,Safe
66.78,11.83,1,61.11,none,Low,No,Yes,100.0,82.86,Safe
82.39,6.28,3,31.36,Primary,Low,Yes,Yes,93.6,48.56,At-Risk
59.36,8.51,2,94.48,Primary,Medium,No,Yes,83.55,88.81,At-Risk
100.0,2.66,0,69.78,Secondary,High,Yes,Yes,100.0,83.25,Safe
97.17,4.76,3,61.93,Secondary,Medium,No,Yes,75.65,75.66,At-Risk
100.0,6.32,1,77.73,Secondary,Medium,No,Yes,96.7,66.35,Safe
77.3,11.45,1,98.35,Secondary,Low,Yes,Yes,60.53,87.6,Safe
43.15,6.88,1,100.0,Secondary,Low,Yes,Yes,100.0,75.64,At-Risk
87.58,4.54,2,73.01,Secondary,Medium,No,No,91.65,75.06,At-Risk
100.0,5.48,2,93.77,Higher,Medium,Yes,Yes,89.94,73.68,Safe
100.0,4.69,1,51.55,Primary,Low,Yes,Yes,70.22,58.37,At-Risk
32.81,0.0,3,46.82,Higher,High,Yes,Yes,90.52,31.19,High-Risk
80.29,10.5,3,99.18,Secondary,High,No,Yes,92.48,65.42,Safe
35.05,12.1,3,99.37,Higher,High,No,Yes,81.37,59.86,At-Risk
60.35,0.94,2,78.46,Primary,Low,No,Yes,68.82,47.62,High-Risk
89.64,2.94,3,37.58,Secondary,Low,Yes,Yes,59.66,41.08,High-Risk
100.0,4.67,3,84.17,Secondary,Low,Yes,Yes,100.0,76.98,Safe
80.56,6.73,0,99.14,Secondary,Low,Yes,Yes,96.86,92.03,Safe
46.31,7.88,2,86.63,Primary,High,Yes,Yes,100.0,79.8,At-Risk
89.98,0.0,1,76.6,Primary,High,Yes,Yes,77.36,53.98,At-Risk
53.73,15.0,5,51.37,Higher,Low,No,Yes,97.65,53.51,At-Risk
67.69,7.95,3,70.85,Secondary,Medium,Yes,Yes,84.76,80.71,At-Risk
77.26,9.4,1,84.52,Secondary,High,No,Yes,86.44,94.44,Safe
58.25,9.03,0,50.16,none,Low,No,Yes,39.33,46.38,High-Risk
90.91,0.0,0,94.68,Higher,Low,No,Yes,43.59,70.14,At-Risk
93.81,6.1,4,32.96,Secondary,High,Yes,Yes,92.52,47.24,At-Risk
100.0,9.57,5,100.0,Secondary,Low,No,Yes,95.4,90.31,Safe
100.0,2.79,0,65.49,Higher,Low,Yes,Yes,70.16,74.37,At-Risk
71.42,3.75,2,93.73,Primary,High,Yes,Yes,100.0,60.41,At-Risk
44.33,6.34,2,47.7,none,High,No,Yes,63.59,44.28,High-Risk
46.74,11.83,1,100.0,Secondary,High,No,No,95.83,94.77,Safe
100.0,5.51,2,83.21,Higher,High,Yes,No,53.6,67.09,At-Risk
100.0,6.76,4,94.15,Secondary,Low,No,Yes,97.8,86.35,Safe
100.0,0.0,0,54.29,Higher,Low,Yes,Yes,35.55,40.12,High-Risk
60.36,3.49,0,100.0,Primary,Medium,No,Yes,95.88,57.54,At-Risk
100.0,5.12,0,85.12,Secondary,Medium,Yes,Yes,33.55,84.69,At-Risk
70.76,7.83,1,38.85,Secondary,Medium,No,Yes,56.46,43.56,At-Risk
83.58,5.8,0,85.35,Primary,High,No,Yes,49.68,66.15,At-Risk
95.66,7.52,2,100.0,Secondary,Medium,Yes,No,68.6,75.83,Safe
100.0,12.44,1,35.9,none,Low,No,Yes,81.23,65.88,Safe
88.53,0.0,0,78.91,Secondary,Medium,No,Yes,100.0,61.21,At-Risk
100.0,3.51,3,68.26,none,Low,Yes,Yes,27.84,57.17,At-Risk
75.33,0.41,3,24.7,Primary,Low,Yes,Yes,63.13,18.15,High-Risk
69.93,4.66,0,81.94,Secondary,Low,Yes,Yes,75.47,58.25,At-Risk
66.99,1.43,4,69.14,Secondary,Low,No,Yes,80.12,64.01,High-Risk
46.27,9.07,0,63.84,Secondary,Low,No,No,31.04,60.78,At-Risk
10.0,0.89,1,62.74,Primary,Low,No,Yes,100.0,36.89,High-Risk
100.0,2.4,1,45.43,Secondary,Low,No,Yes,78.14,76.14,At-Risk
69.15,5.11,3,100.0,Primary,High,Yes,Yes,100.0,73.81,At-Risk
93.58,13.17,0,24.24,Higher,Medium,Yes,Yes,97.94,86.91,Safe
89.96,7.78,1,38.93,Secondary,Low,No,Yes,86.43,87.38,At-Risk
78.95,6.2,5,73.15,Secondary,Low,Yes,Yes,49.68,42.89,At-Risk
98.61,9.98,0,89.98,Secondary,Low,No,Yes,94.68,100.0,Safe
100.0,10.79,5,100.0,Primary,Medium,No,Yes,64.66,76.07,Safe
51.21,3.53,2,47.97,Secondary,High,No,Yes,75.08,37.74,High-Risk
100.0,6.38,2,91.75,Primary,Medium,Yes,Yes,93.45,76.48,Safe
96.61,7.57,4,56.5,Secondary,Low,No,No,51.48,60.24,At-Risk
53.11,0.48,0,58.41,Higher,Low,Yes,Yes,100.0,39.7,High-Risk
58.77,10.44,1,34.07,Primary,Medium,Yes,Yes,99.31,67.05,At-Risk
43.93,13.29,4,100.0,Primary,Low,No,Yes,76.76,76.88,At-Risk
90.7,3.54,0,100.0,Higher,Low,Yes,Yes,80.81,61.44,Safe
70.58,5.92,2,100.0,Secondary,Low,Yes,Yes,53.82,67.7,At-Risk
12.68,5.72,0,45.54,Secondary,High,Yes,Yes,37.78,33.79,High-Risk
61.14,13.08,0,69.23,Secondary,Medium,Yes,Yes,85.19,77.77,Safe
65.48,8.06,5,74.7,Primary,Medium,Yes,Yes,60.43,50.01,High-Risk
77.64,6.26,2,100.0,Secondary,Low,Yes,Yes,79.59,88.46,At-Risk
36.52,11.71,2,86.01,Secondary,High,Yes,Yes,39.14,80.49,At-Risk
77.92,12.97,4,47.0,none,Medium,No,Yes,48.51,26.8,At-Risk
100.0,8.51,4,75.07,Secondary,Low,Yes,Yes,20.57,58.89,At-Risk
79.68,11.91,0,61.98,Secondary,Low,Yes,Yes,43.9,83.62,Safe
89.74,7.44,1,89.12,Higher,Low,Yes,Yes,81.3,82.76,Safe
100.0,0.0,0,100.0,Higher,Medium,Yes,Yes,62.31,61.18,At-Risk
72.64,11.1,3,85.96,Primary,Low,No,Yes,45.24,82.67,At-Risk
71.83,6.31,0,96.98,Secondary,Medium,No,Yes,47.21,68.18,At-Risk
83.62,1.01,3,27.51,Secondary,Medium,No,Yes,100.0,44.13,High-Risk
52.88,0.56,1,73.89,Secondary,Medium,Yes,Yes,22.39,47.91,High-Risk
57.64,4.45,0,64.77,none,Low,No,Yes,100.0,53.37,At-Risk
24.02,5.19,2,48.06,Secondary,Low,Yes,Yes,40.97,14.49,High-Risk
100.0,7.7,0,41.67,none,Low,No,Yes,31.31,54.71,At-Risk
95.77,6.88,3,100.0,Primary,Medium,Yes,No,88.11,82.75,Safe
51.32,10.17,4,83.02,none,Medium,No,Yes,33.81,47.25,At-Risk
100.0,10.42,1,21.0,Secondary,High,No,No,56.16,71.47,At-Risk
54.8,11.49,3,32.12,Secondary,Low,Yes,Yes,71.05,66.1,High-Risk
76.7,6.06,4,97.41,Primary,Low,No,Yes,36.65,85.64,At-Risk
76.57,1.5,0,70.97,Secondary,Low,No,Yes,42.04,53.6,High-Risk
63.85,3.21,2,100.0,Primary,High,Yes,Yes,96.5,74.52,At-Risk
54.68,0.0,1,29.11,Secondary,Low,Yes,Yes,50.6,31.22,High-Risk
100.0,0.0,3,66.27,none,Medium,Yes,Yes,83.71,63.83,At-Risk
77.11,5.14,4,58.3,Secondary,Low,No,Yes,95.55,53.95,At-Risk
100.0,1.46,3,100.0,Secondary,Medium,Yes,Yes,50.17,51.14,At-Risk
48.98,11.25,3,53.72,Primary,Medium,No,Yes,74.48,54.97,At-Risk
63.18,10.46,0,78.35,Secondary,Low,Yes,Yes,55.17,70.93,Safe
